,0
67,https://www.kmcric.com/database/acupoint/SI/SI19
68,https://www.kmcric.com/database/acupoint/TE/TE1
69,https://www.kmcric.com/database/acupoint/TE/TE2
70,https://www.kmcric.com/database/acupoint/TE/TE3
71,https://www.kmcric.com/database/acupoint/TE/TE4
72,https://www.kmcric.com/database/acupoint/TE/TE5
73,https://www.kmcric.com/database/acupoint/TE/TE6
74,https://www.kmcric.com/database/acupoint/TE/TE7
75,https://www.kmcric.com/database/acupoint/TE/TE8
76,https://www.kmcric.com/database/acupoint/TE/TE9
77,https://www.kmcric.com/database/acupoint/TE/TE10
78,https://www.kmcric.com/database/acupoint/TE/TE11
79,https://www.kmcric.com/database/acupoint/TE/TE12
80,https://www.kmcric.com/database/acupoint/TE/TE13
81,https://www.kmcric.com/database/acupoint/TE/TE14
82,https://www.kmcric.com/database/acupoint/TE/TE15
83,https://www.kmcric.com/database/acupoint/TE/TE16
84,https://www.kmcric.com/database/acupoint/TE/TE17
85,https://www.kmcric.com/database/acupoint/TE/TE18
86,https://www.kmcric.com/database/acupoint/TE/TE19
87,https://www.kmcric.com/database/acupoint/TE/TE20
88,https://www.kmcric.com/database/acupoint/TE/TE21
89,https://www.kmcric.com/database/acupoint/TE/TE22
90,https://www.kmcric.com/database/acupoint/TE/TE23
91,https://www.kmcric.com/database/acupoint/ST/ST1
92,https://www.kmcric.com/database/acupoint/ST/ST2
93,https://www.kmcric.com/database/acupoint/ST/ST3
94,https://www.kmcric.com/database/acupoint/ST/ST4
95,https://www.kmcric.com/database/acupoint/ST/ST5
96,https://www.kmcric.com/database/acupoint/ST/ST6
97,https://www.kmcric.com/database/acupoint/ST/ST7
98,https://www.kmcric.com/database/acupoint/ST/ST8
99,https://www.kmcric.com/database/acupoint/ST/ST9
100,https://www.kmcric.com/database/acupoint/ST/ST10
101,https://www.kmcric.com/database/acupoint/ST/ST11
102,https://www.kmcric.com/database/acupoint/ST/ST12
103,https://www.kmcric.com/database/acupoint/ST/ST13
104,https://www.kmcric.com/database/acupoint/ST/ST14
105,https://www.kmcric.com/database/acupoint/ST/ST15
106,https://www.kmcric.com/database/acupoint/ST/ST16
107,https://www.kmcric.com/database/acupoint/ST/ST17
108,https://www.kmcric.com/database/acupoint/ST/ST18
109,https://www.kmcric.com/database/acupoint/ST/ST19
110,https://www.kmcric.com/database/acupoint/ST/ST20
111,https://www.kmcric.com/database/acupoint/ST/ST21
112,https://www.kmcric.com/database/acupoint/ST/ST22
113,https://www.kmcric.com/database/acupoint/ST/ST23
114,https://www.kmcric.com/database/acupoint/ST/ST24
115,https://www.kmcric.com/database/acupoint/ST/ST25
116,https://www.kmcric.com/database/acupoint/ST/ST26
117,https://www.kmcric.com/database/acupoint/ST/ST27
118,https://www.kmcric.com/database/acupoint/ST/ST28
119,https://www.kmcric.com/database/acupoint/ST/ST29
120,https://www.kmcric.com/database/acupoint/ST/ST30
121,https://www.kmcric.com/database/acupoint/ST/ST31
122,https://www.kmcric.com/database/acupoint/ST/ST32
123,https://www.kmcric.com/database/acupoint/ST/ST33
124,https://www.kmcric.com/database/acupoint/ST/ST34
125,https://www.kmcric.com/database/acupoint/ST/ST35
126,https://www.kmcric.com/database/acupoint/ST/ST36
127,https://www.kmcric.com/database/acupoint/ST/ST37
128,https://www.kmcric.com/database/acupoint/ST/ST38
129,https://www.kmcric.com/database/acupoint/ST/ST39
130,https://www.kmcric.com/database/acupoint/ST/ST40
131,https://www.kmcric.com/database/acupoint/ST/ST41
132,https://www.kmcric.com/database/acupoint/ST/ST42
133,https://www.kmcric.com/database/acupoint/ST/ST43
134,https://www.kmcric.com/database/acupoint/ST/ST44
135,https://www.kmcric.com/database/acupoint/ST/ST45
136,https://www.kmcric.com/database/acupoint/BL/BL1
137,https://www.kmcric.com/database/acupoint/BL/BL2
138,https://www.kmcric.com/database/acupoint/BL/BL3
139,https://www.kmcric.com/database/acupoint/BL/BL4
140,https://www.kmcric.com/database/acupoint/BL/BL5
141,https://www.kmcric.com/database/acupoint/BL/BL6
142,https://www.kmcric.com/database/acupoint/BL/BL7
143,https://www.kmcric.com/database/acupoint/BL/BL8
144,https://www.kmcric.com/database/acupoint/BL/BL9
145,https://www.kmcric.com/database/acupoint/BL/BL10
146,https://www.kmcric.com/database/acupoint/BL/BL11
147,https://www.kmcric.com/database/acupoint/BL/BL12
148,https://www.kmcric.com/database/acupoint/BL/BL13
149,https://www.kmcric.com/database/acupoint/BL/BL14
150,https://www.kmcric.com/database/acupoint/BL/BL15
151,https://www.kmcric.com/database/acupoint/BL/BL16
152,https://www.kmcric.com/database/acupoint/BL/BL17
153,https://www.kmcric.com/database/acupoint/BL/BL18
154,https://www.kmcric.com/database/acupoint/BL/BL19
155,https://www.kmcric.com/database/acupoint/BL/BL20
156,https://www.kmcric.com/database/acupoint/BL/BL21
157,https://www.kmcric.com/database/acupoint/BL/BL22
158,https://www.kmcric.com/database/acupoint/BL/BL23
159,https://www.kmcric.com/database/acupoint/BL/BL24
160,https://www.kmcric.com/database/acupoint/BL/BL25
161,https://www.kmcric.com/database/acupoint/BL/BL26
162,https://www.kmcric.com/database/acupoint/BL/BL27
163,https://www.kmcric.com/database/acupoint/BL/BL28
164,https://www.kmcric.com/database/acupoint/BL/BL29
165,https://www.kmcric.com/database/acupoint/BL/BL30
166,https://www.kmcric.com/database/acupoint/BL/BL31
167,https://www.kmcric.com/database/acupoint/BL/BL32
168,https://www.kmcric.com/database/acupoint/BL/BL33
169,https://www.kmcric.com/database/acupoint/BL/BL34
170,https://www.kmcric.com/database/acupoint/BL/BL35
171,https://www.kmcric.com/database/acupoint/BL/BL36
172,https://www.kmcric.com/database/acupoint/BL/BL37
173,https://www.kmcric.com/database/acupoint/BL/BL38
174,https://www.kmcric.com/database/acupoint/BL/BL39
175,https://www.kmcric.com/database/acupoint/BL/BL40
176,https://www.kmcric.com/database/acupoint/BL/BL41
177,https://www.kmcric.com/database/acupoint/BL/BL42
178,https://www.kmcric.com/database/acupoint/BL/BL43
179,https://www.kmcric.com/database/acupoint/BL/BL44
180,https://www.kmcric.com/database/acupoint/BL/BL45
181,https://www.kmcric.com/database/acupoint/BL/BL46
182,https://www.kmcric.com/database/acupoint/BL/BL47
183,https://www.kmcric.com/database/acupoint/BL/BL48
184,https://www.kmcric.com/database/acupoint/BL/BL49
185,https://www.kmcric.com/database/acupoint/BL/BL50
186,https://www.kmcric.com/database/acupoint/BL/BL51
187,https://www.kmcric.com/database/acupoint/BL/BL52
188,https://www.kmcric.com/database/acupoint/BL/BL53
189,https://www.kmcric.com/database/acupoint/BL/BL54
190,https://www.kmcric.com/database/acupoint/BL/BL55
191,https://www.kmcric.com/database/acupoint/BL/BL56
192,https://www.kmcric.com/database/acupoint/BL/BL57
193,https://www.kmcric.com/database/acupoint/BL/BL58
194,https://www.kmcric.com/database/acupoint/BL/BL59
195,https://www.kmcric.com/database/acupoint/BL/BL60
196,https://www.kmcric.com/database/acupoint/BL/BL61
197,https://www.kmcric.com/database/acupoint/BL/BL62
198,https://www.kmcric.com/database/acupoint/BL/BL63
199,https://www.kmcric.com/database/acupoint/BL/BL64
200,https://www.kmcric.com/database/acupoint/BL/BL65
201,https://www.kmcric.com/database/acupoint/BL/BL66
202,https://www.kmcric.com/database/acupoint/BL/BL67
203,https://www.kmcric.com/database/acupoint/GB/GB1
204,https://www.kmcric.com/database/acupoint/GB/GB2
205,https://www.kmcric.com/database/acupoint/GB/GB3
206,https://www.kmcric.com/database/acupoint/GB/GB4
207,https://www.kmcric.com/database/acupoint/GB/GB5
208,https://www.kmcric.com/database/acupoint/GB/GB6
209,https://www.kmcric.com/database/acupoint/GB/GB7
210,https://www.kmcric.com/database/acupoint/GB/GB8
211,https://www.kmcric.com/database/acupoint/GB/GB9
212,https://www.kmcric.com/database/acupoint/GB/GB10
213,https://www.kmcric.com/database/acupoint/GB/GB11
214,https://www.kmcric.com/database/acupoint/GB/GB12
215,https://www.kmcric.com/database/acupoint/GB/GB13
216,https://www.kmcric.com/database/acupoint/GB/GB14
217,https://www.kmcric.com/database/acupoint/GB/GB15
218,https://www.kmcric.com/database/acupoint/GB/GB16
219,https://www.kmcric.com/database/acupoint/GB/GB17
220,https://www.kmcric.com/database/acupoint/GB/GB18
221,https://www.kmcric.com/database/acupoint/GB/GB19
222,https://www.kmcric.com/database/acupoint/GB/GB20
223,https://www.kmcric.com/database/acupoint/GB/GB21
224,https://www.kmcric.com/database/acupoint/GB/GB22
225,https://www.kmcric.com/database/acupoint/GB/GB23
226,https://www.kmcric.com/database/acupoint/GB/GB24
227,https://www.kmcric.com/database/acupoint/GB/GB25
228,https://www.kmcric.com/database/acupoint/GB/GB26
229,https://www.kmcric.com/database/acupoint/GB/GB27
230,https://www.kmcric.com/database/acupoint/GB/GB28
231,https://www.kmcric.com/database/acupoint/GB/GB29
232,https://www.kmcric.com/database/acupoint/GB/GB30
233,https://www.kmcric.com/database/acupoint/GB/GB31
234,https://www.kmcric.com/database/acupoint/GB/GB32
235,https://www.kmcric.com/database/acupoint/GB/GB33
236,https://www.kmcric.com/database/acupoint/GB/GB34
237,https://www.kmcric.com/database/acupoint/GB/GB35
238,https://www.kmcric.com/database/acupoint/GB/GB36
239,https://www.kmcric.com/database/acupoint/GB/GB37
240,https://www.kmcric.com/database/acupoint/GB/GB38
241,https://www.kmcric.com/database/acupoint/GB/GB39
242,https://www.kmcric.com/database/acupoint/GB/GB40
243,https://www.kmcric.com/database/acupoint/GB/GB41
244,https://www.kmcric.com/database/acupoint/GB/GB42
245,https://www.kmcric.com/database/acupoint/GB/GB43
246,https://www.kmcric.com/database/acupoint/GB/GB44
247,https://www.kmcric.com/database/acupoint/SP/SP1
248,https://www.kmcric.com/database/acupoint/SP/SP2
249,https://www.kmcric.com/database/acupoint/SP/SP3
250,https://www.kmcric.com/database/acupoint/SP/SP4
251,https://www.kmcric.com/database/acupoint/SP/SP5
252,https://www.kmcric.com/database/acupoint/SP/SP6
253,https://www.kmcric.com/database/acupoint/SP/SP7
254,https://www.kmcric.com/database/acupoint/SP/SP8
255,https://www.kmcric.com/database/acupoint/SP/SP9
256,https://www.kmcric.com/database/acupoint/SP/SP10
257,https://www.kmcric.com/database/acupoint/SP/SP11
258,https://www.kmcric.com/database/acupoint/SP/SP12
259,https://www.kmcric.com/database/acupoint/SP/SP13
260,https://www.kmcric.com/database/acupoint/SP/SP14
261,https://www.kmcric.com/database/acupoint/SP/SP15
262,https://www.kmcric.com/database/acupoint/SP/SP16
263,https://www.kmcric.com/database/acupoint/SP/SP17
264,https://www.kmcric.com/database/acupoint/SP/SP18
265,https://www.kmcric.com/database/acupoint/SP/SP19
266,https://www.kmcric.com/database/acupoint/SP/SP20
267,https://www.kmcric.com/database/acupoint/SP/SP21
268,https://www.kmcric.com/database/acupoint/KI/KI1
269,https://www.kmcric.com/database/acupoint/KI/KI2
270,https://www.kmcric.com/database/acupoint/KI/KI3
271,https://www.kmcric.com/database/acupoint/KI/KI4
272,https://www.kmcric.com/database/acupoint/KI/KI5
273,https://www.kmcric.com/database/acupoint/KI/KI6
274,https://www.kmcric.com/database/acupoint/KI/KI7
275,https://www.kmcric.com/database/acupoint/KI/KI8
276,https://www.kmcric.com/database/acupoint/KI/KI9
277,https://www.kmcric.com/database/acupoint/KI/KI10
278,https://www.kmcric.com/database/acupoint/KI/KI11
279,https://www.kmcric.com/database/acupoint/KI/KI12
280,https://www.kmcric.com/database/acupoint/KI/KI13
281,https://www.kmcric.com/database/acupoint/KI/KI14
282,https://www.kmcric.com/database/acupoint/KI/KI15
283,https://www.kmcric.com/database/acupoint/KI/KI16
284,https://www.kmcric.com/database/acupoint/KI/KI17
285,https://www.kmcric.com/database/acupoint/KI/KI18
286,https://www.kmcric.com/database/acupoint/KI/KI19
287,https://www.kmcric.com/database/acupoint/KI/KI20
288,https://www.kmcric.com/database/acupoint/KI/KI21
289,https://www.kmcric.com/database/acupoint/KI/KI22
290,https://www.kmcric.com/database/acupoint/KI/KI23
291,https://www.kmcric.com/database/acupoint/KI/KI24
292,https://www.kmcric.com/database/acupoint/KI/KI25
293,https://www.kmcric.com/database/acupoint/KI/KI26
294,https://www.kmcric.com/database/acupoint/KI/KI27
295,https://www.kmcric.com/database/acupoint/LR/LR1
296,https://www.kmcric.com/database/acupoint/LR/LR2
297,https://www.kmcric.com/database/acupoint/LR/LR3
298,https://www.kmcric.com/database/acupoint/LR/LR4
299,https://www.kmcric.com/database/acupoint/LR/LR5
300,https://www.kmcric.com/database/acupoint/LR/LR6
301,https://www.kmcric.com/database/acupoint/LR/LR7
302,https://www.kmcric.com/database/acupoint/LR/LR8
303,https://www.kmcric.com/database/acupoint/LR/LR9
304,https://www.kmcric.com/database/acupoint/LR/LR10
305,https://www.kmcric.com/database/acupoint/LR/LR11
306,https://www.kmcric.com/database/acupoint/LR/LR12
307,https://www.kmcric.com/database/acupoint/LR/LR13
308,https://www.kmcric.com/database/acupoint/LR/LR14
309,https://www.kmcric.com/database/acupoint/GV/GV1
310,https://www.kmcric.com/database/acupoint/GV/GV2
311,https://www.kmcric.com/database/acupoint/GV/GV3
312,https://www.kmcric.com/database/acupoint/GV/GV4
313,https://www.kmcric.com/database/acupoint/GV/GV5
314,https://www.kmcric.com/database/acupoint/GV/GV6
315,https://www.kmcric.com/database/acupoint/GV/GV7
316,https://www.kmcric.com/database/acupoint/GV/GV8
317,https://www.kmcric.com/database/acupoint/GV/GV9
318,https://www.kmcric.com/database/acupoint/GV/GV10
319,https://www.kmcric.com/database/acupoint/GV/GV11
320,https://www.kmcric.com/database/acupoint/GV/GV12
321,https://www.kmcric.com/database/acupoint/GV/GV13
322,https://www.kmcric.com/database/acupoint/GV/GV14
323,https://www.kmcric.com/database/acupoint/GV/GV15
324,https://www.kmcric.com/database/acupoint/GV/GV16
325,https://www.kmcric.com/database/acupoint/GV/GV17
326,https://www.kmcric.com/database/acupoint/GV/GV18
327,https://www.kmcric.com/database/acupoint/GV/GV19
328,https://www.kmcric.com/database/acupoint/GV/GV20
329,https://www.kmcric.com/database/acupoint/GV/GV21
330,https://www.kmcric.com/database/acupoint/GV/GV22
331,https://www.kmcric.com/database/acupoint/GV/GV23
332,https://www.kmcric.com/database/acupoint/GV/GV24
333,https://www.kmcric.com/database/acupoint/GV/GV25
334,https://www.kmcric.com/database/acupoint/GV/GV26
335,https://www.kmcric.com/database/acupoint/GV/GV27
336,https://www.kmcric.com/database/acupoint/GV/GV28
337,https://www.kmcric.com/database/acupoint/CV/CV1
338,https://www.kmcric.com/database/acupoint/CV/CV2
339,https://www.kmcric.com/database/acupoint/CV/CV3
340,https://www.kmcric.com/database/acupoint/CV/CV4
341,https://www.kmcric.com/database/acupoint/CV/CV5
342,https://www.kmcric.com/database/acupoint/CV/CV6
343,https://www.kmcric.com/database/acupoint/CV/CV7
344,https://www.kmcric.com/database/acupoint/CV/CV8
345,https://www.kmcric.com/database/acupoint/CV/CV9
346,https://www.kmcric.com/database/acupoint/CV/CV10
347,https://www.kmcric.com/database/acupoint/CV/CV11
348,https://www.kmcric.com/database/acupoint/CV/CV12
349,https://www.kmcric.com/database/acupoint/CV/CV13
350,https://www.kmcric.com/database/acupoint/CV/CV14
351,https://www.kmcric.com/database/acupoint/CV/CV15
352,https://www.kmcric.com/database/acupoint/CV/CV16
353,https://www.kmcric.com/database/acupoint/CV/CV17
354,https://www.kmcric.com/database/acupoint/CV/CV18
355,https://www.kmcric.com/database/acupoint/CV/CV19
356,https://www.kmcric.com/database/acupoint/CV/CV20
357,https://www.kmcric.com/database/acupoint/CV/CV21
358,https://www.kmcric.com/database/acupoint/CV/CV22
359,https://www.kmcric.com/database/acupoint/CV/CV23
360,https://www.kmcric.com/database/acupoint/CV/CV24
361,https://www.kmcric.com/database/acupoint/EX/EX-HN1
362,https://www.kmcric.com/database/acupoint/EX/EX-HN2
363,https://www.kmcric.com/database/acupoint/EX/EX-HN3
364,https://www.kmcric.com/database/acupoint/EX/EX-HN4
365,https://www.kmcric.com/database/acupoint/EX/EX-HN5
366,https://www.kmcric.com/database/acupoint/EX/EX-HN6
367,https://www.kmcric.com/database/acupoint/EX/EX-HN7
368,https://www.kmcric.com/database/acupoint/EX/EX-HN8
369,https://www.kmcric.com/database/acupoint/EX/EX-HN9
370,https://www.kmcric.com/database/acupoint/EX/EX-HN10
371,https://www.kmcric.com/database/acupoint/EX/EX-HN11
372,https://www.kmcric.com/database/acupoint/EX/EX-HN12
373,https://www.kmcric.com/database/acupoint/EX/EX-HN13
374,https://www.kmcric.com/database/acupoint/EX/EX-HN14
375,https://www.kmcric.com/database/acupoint/EX/EX-HN15
376,https://www.kmcric.com/database/acupoint/EX/EX-CA1
377,https://www.kmcric.com/database/acupoint/EX/EX-B1
378,https://www.kmcric.com/database/acupoint/EX/EX-B2
379,https://www.kmcric.com/database/acupoint/EX/EX-B3
380,https://www.kmcric.com/database/acupoint/EX/EX-B4
381,https://www.kmcric.com/database/acupoint/EX/EX-B5
382,https://www.kmcric.com/database/acupoint/EX/EX-B6
383,https://www.kmcric.com/database/acupoint/EX/EX-B7
384,https://www.kmcric.com/database/acupoint/EX/EX-B8
385,https://www.kmcric.com/database/acupoint/EX/EX-B9
386,https://www.kmcric.com/database/acupoint/EX/EX-UE1
387,https://www.kmcric.com/database/acupoint/EX/EX-UE2
388,https://www.kmcric.com/database/acupoint/EX/EX-UE3
389,https://www.kmcric.com/database/acupoint/EX/EX-UE4
390,https://www.kmcric.com/database/acupoint/EX/EX-UE5
391,https://www.kmcric.com/database/acupoint/EX/EX-UE6
392,https://www.kmcric.com/database/acupoint/EX/EX-UE7
393,https://www.kmcric.com/database/acupoint/EX/EX-UE8
394,https://www.kmcric.com/database/acupoint/EX/EX-UE9
395,https://www.kmcric.com/database/acupoint/EX/EX-UE10
396,https://www.kmcric.com/database/acupoint/EX/EX-UE11
397,https://www.kmcric.com/database/acupoint/EX/EX-LE1
398,https://www.kmcric.com/database/acupoint/EX/EX-LE2
399,https://www.kmcric.com/database/acupoint/EX/EX-LE3
400,https://www.kmcric.com/database/acupoint/EX/EX-LE4
401,https://www.kmcric.com/database/acupoint/EX/EX-LE5
402,https://www.kmcric.com/database/acupoint/EX/EX-LE6
403,https://www.kmcric.com/database/acupoint/EX/EX-LE7
404,https://www.kmcric.com/database/acupoint/EX/EX-LE8
405,https://www.kmcric.com/database/acupoint/EX/EX-LE9
406,https://www.kmcric.com/database/acupoint/EX/EX-LE10
407,https://www.kmcric.com/database/acupoint/EX/EX-LE11
408,https://www.kmcric.com/database/acupoint/EX/EX-LE12
409,https://www.kmcric.com/database/acupoint/SA/SA1
410,https://www.kmcric.com/database/acupoint/SA/SA2
411,https://www.kmcric.com/database/acupoint/SA/SA3
412,https://www.kmcric.com/database/acupoint/SA/SA4
413,https://www.kmcric.com/database/acupoint/AA/AA1
414,https://www.kmcric.com/database/acupoint/AA/AA2
415,https://www.kmcric.com/database/acupoint/AA/AA3
